id,y_true,y_pred,absolute_error
1697008670.780027,174.0,172.6762701758009,1.3237298241990914
1697008683.525233,63.0,118.85411575847118,55.85411575847118
1697008686.566302,270.0,291.00209870551987,21.00209870551987
1697008689.589429,90.0,177.2721604731096,87.27216047310961
1697008692.605197,55.0,42.64913432963907,12.350865670360932
1697008695.625234,61.0,145.627557515996,84.62755751599599
1697008698.672213,69.0,111.54550875990512,42.54550875990512
1697008701.713683,232.0,230.14173331652196,1.8582666834780355
1697008705.103349,49.0,131.0928574592228,82.09285745922281
1697008709.861949,140.0,172.146765062155,32.146765062155
1697008715.308464,88.0,144.85620155198018,56.85620155198018
1697008724.001933,166.0,211.75723036152326,45.757230361523256
1697008733.937318,107.0,113.03465398619905,6.0346539861990465
1697008750.490154,128.0,228.664421229978,100.66442122997799
1697008768.845767,283.0,189.1919907507226,93.8080092492774
1697008772.526582,154.0,159.34185386962795,5.341853869627954
1697008776.149951,163.0,213.92295234626727,50.922952346267266
1697008780.854869,131.0,164.54222578987557,33.54222578987557
1697008786.335859,206.0,162.37809618375738,43.62190381624262
1697008796.886939,108.0,105.2050782794165,2.7949217205835026
1697008803.620164,336.0,254.9226747897597,81.0773252102403
1697008807.049001,64.0,119.48384406500097,55.483844065000966
1697008810.437135,242.0,171.26952877957942,70.73047122042058
1697008815.442107,191.0,125.279399604834,65.720600395166
1697008822.529902,277.0,254.06106202466918,22.938937975330816
1697008848.92123,85.0,179.09310043820554,94.09310043820554
1697008860.783823,155.0,157.9351671894437,2.935167189443689
1697008878.500758,39.0,58.4686736724457,19.468673672445703
1697008888.571485,39.0,58.4686736724457,19.468673672445703
1697008999.351225,83.0,139.16518517681556,56.165185176815555
1697009002.395824,129.0,158.71496032215657,29.71496032215657
1697009005.435662,219.0,140.022576097366,78.977423902634
1697009008.474576,171.0,177.17568486302878,6.175684863028778
1697009011.507453,85.0,58.37882693745455,26.621173062545452
1697009014.585872,78.0,189.06055137911227,111.06055137911227
1697009017.607304,59.0,77.18827231583384,18.188272315833842
1697009020.623482,142.0,138.95794611461957,3.042053885380426
1697009023.642391,132.0,121.22650413525088,10.773495864749123
1697009026.65156,83.0,139.16518517681556,56.165185176815555
1697009029.679936,232.0,230.14173331652196,1.8582666834780355
1697009032.785427,178.0,163.36792373220544,14.63207626779456
1697009035.79953,295.0,221.77392889122234,73.22607110877766
1697009038.824316,67.0,187.23613210599729,120.23613210599729
1697009042.044915,217.0,231.2948088274103,14.294808827410293
1697009045.14752,118.0,98.48382889703299,19.516171102967007
1697009048.161013,263.0,262.294905161449,0.7050948385510196
1697009051.176487,116.0,45.00931180037145,70.99068819962855
1697009054.191852,308.0,263.7858956299527,44.21410437004732
1697009057.208943,248.0,203.7505820486254,44.249417951374596
1697009060.220698,241.0,191.89112987172945,49.10887012827055
1697009168.965723,276.0,157.87622023133642,118.12377976866358
1697009171.982835,94.0,158.3490236300328,64.3490236300328
1697009174.992277,25.0,146.27950555690472,121.27950555690472
1697009178.051761,81.0,99.59049696614417,18.590496966144173
1697009181.075755,158.0,69.8431832468639,88.1568167531361
1697009184.087454,109.0,203.86912259612146,94.86912259612146
1697009187.135808,88.0,104.57638949869413,16.576389498694127
1697009190.149815,85.0,179.09310043820554,94.09310043820554
1697009193.16245,50.0,140.45908566353486,90.45908566353486
1697009196.172637,281.0,283.6355672939131,2.635567293913084
1697009199.200581,42.0,127.75224803903907,85.75224803903907
1697009202.216113,310.0,258.030719810275,51.969280189725
1697009205.228344,150.0,148.98348937882523,1.016510621174774
1697009208.243568,263.0,183.49694638742022,79.50305361257978
1697009211.256934,116.0,140.57188922298192,24.571889222981923
1697009214.271697,217.0,231.2948088274103,14.294808827410293
1697009292.881864,257.0,226.7771022027564,30.222897797243604
1697009295.912467,138.0,73.89130778563505,64.10869221436495
1697009298.92442,178.0,121.99979950821111,56.00020049178889
1697009301.936327,99.0,57.49360930033755,41.50639069966245
1697009304.963562,242.0,171.26952877957942,70.73047122042058
1697009307.975196,195.0,235.16231617635128,40.16231617635128
1697009311.017305,51.0,83.06700705458265,32.067007054582646
1697009314.037088,196.0,164.1638609596704,31.836139040329613
1697009317.050911,128.0,228.664421229978,100.66442122997799
1697009320.068909,235.0,170.44328576745667,64.55671423254333
1697009323.084886,66.0,122.53549577691773,56.53549577691773
1697009326.099145,142.0,142.51668652733716,0.516686527337157
1697009329.113208,293.0,199.69676012983768,93.30323987016232
1697009332.125239,152.0,112.11066290507223,39.88933709492777
1697009335.137148,71.0,121.34323817635367,50.343238176353665
1697009338.159665,217.0,180.13119806631482,36.86880193368518
1697009341.171497,88.0,114.14481794014834,26.144817940148343
1697009344.183959,317.0,230.559465946703,86.440534053297
1697009347.195267,144.0,122.9573406793088,21.0426593206912
1697009350.21261,214.0,146.99859729435818,67.00140270564182
1697009353.223443,163.0,213.92295234626727,50.922952346267266
1697009356.235434,68.0,120.33395775259488,52.333957752594884
1697009359.243456,51.0,122.8343501914415,71.8343501914415
1697009362.258383,160.0,114.83926457785543,45.16073542214457
1697009365.319539,274.0,245.4709782980075,28.52902170199249
1697009368.335407,55.0,42.64913432963907,12.350865670360932
1697009371.350992,296.0,221.3401360542984,74.6598639457016
1697009374.368539,146.0,140.1617444142707,5.838255585729314
1697009377.392285,253.0,122.05953122619385,130.94046877380615
1697009380.40395,168.0,148.3794723143207,19.620527685679292
1697009383.418271,63.0,58.62119358326706,4.378806416732942
1697009386.464687,200.0,144.42650416308084,55.573495836919165
1697009389.48112,216.0,170.65576194574703,45.34423805425297
1697009392.499884,88.0,114.14481794014834,26.144817940148343
1697009395.562931,258.0,170.67285698732016,87.32714301267984
1697009398.575621,111.0,171.80327594438552,60.80327594438552
1697009401.599255,53.0,82.17314606462564,29.17314606462564
1697009404.611498,225.0,223.08013577465823,1.9198642253417688
1697009407.620194,275.0,214.02865025276205,60.97134974723795
1697009410.643441,122.0,169.70306360529418,47.703063605294176
1697009413.657019,132.0,246.29404388168697,114.29404388168697
1697009416.670387,131.0,157.01425963883105,26.01425963883105
1697009419.726573,141.0,166.00456206850896,25.00456206850896
1697009422.752052,80.0,79.05271657222744,0.947283427772561
1697009425.787404,143.0,174.7517001077043,31.751700107704295
1697009428.837174,88.0,144.85620155198018,56.85620155198018
1697009431.857915,61.0,114.23541271146016,53.23541271146016
1697009434.871603,61.0,114.23541271146016,53.23541271146016
1697009437.887096,109.0,156.8133580599175,47.813358059917505
1697009440.900305,85.0,179.09310043820554,94.09310043820554
1697009443.919661,61.0,145.627557515996,84.62755751599599
1697009446.930296,268.0,225.1286032036448,42.871396796355214
1697009449.94007,233.0,199.27989729779497,33.720102702205025
1697009452.958247,141.0,166.00456206850896,25.00456206850896
1697009456.041804,237.0,157.80199942631646,79.19800057368354
1697009459.054297,166.0,211.75723036152326,45.757230361523256
1697009462.068067,279.0,214.21202513189445,64.78797486810555
